ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,PromotionKey,SalesOrderNumber,SalesAmount
529,20130318,20130330,20130325,11502,1,SO54610,3.99
539,20130318,20130330,20130325,11502,1,SO54610,24.99
217,20130318,20130330,20130325,11502,1,SO54610,34.99
488,20130318,20130330,20130325,11502,1,SO54610,53.99
536,20130318,20130330,20130325,19836,1,SO54611,29.99
482,20130318,20130330,20130325,19836,1,SO54611,8.99
528,20130318,20130330,20130325,11824,1,SO54612,4.99
536,20130318,20130330,20130325,11824,1,SO54612,29.99
217,20130318,20130330,20130325,11824,1,SO54612,34.99
478,20130318,20130330,20130325,22009,1,SO54613,9.99
528,20130318,20130330,20130325,19015,1,SO54614,4.99
536,20130318,20130330,20130325,19015,1,SO54614,29.99
222,20130318,20130330,20130325,19015,1,SO54614,34.99
463,20130318,20130330,20130325,19015,1,SO54614,24.49
528,20130318,20130330,20130325,22226,1,SO54615,4.99
536,20130318,20130330,20130325,22226,1,SO54615,29.99
536,20130318,20130330,20130325,23051,1,SO54616,29.99
528,20130318,20130330,20130325,23051,1,SO54616,4.99
477,20130318,20130330,20130325,14502,1,SO54617,4.99
478,20130318,20130330,20130325,14502,1,SO54617,9.99
478,20130318,20130330,20130325,14725,1,SO54618,9.99
477,20130318,20130330,20130325,14725,1,SO54618,4.99
487,20130318,20130330,20130325,14725,1,SO54618,54.99
474,20130318,20130330,20130325,20308,1,SO54619,69.99
474,20130318,20130330,20130325,20121,1,SO54620,69.99
475,20130318,20130330,20130325,18521,1,SO54621,69.99
228,20130318,20130330,20130325,18521,1,SO54621,49.99
475,20130318,20130330,20130325,18601,1,SO54622,69.99
477,20130318,20130330,20130325,23798,1,SO54623,4.99
487,20130318,20130330,20130325,23798,1,SO54623,54.99
484,20130318,20130330,20130325,23798,1,SO54623,7.95
477,20130318,20130330,20130325,16965,1,SO54624,4.99
222,20130318,20130330,20130325,16965,1,SO54624,34.99
528,20130318,20130330,20130325,15406,1,SO54625,4.99
480,20130318,20130330,20130325,15406,2,SO54625,2.29
528,20130318,20130330,20130325,27300,1,SO54626,4.99
480,20130318,20130330,20130325,27300,2,SO54626,2.29
485,20130318,20130330,20130325,18919,1,SO54627,21.98
217,20130318,20130330,20130325,18919,1,SO54627,34.99
234,20130318,20130330,20130325,18919,1,SO54627,49.99
528,20130318,20130330,20130325,16059,1,SO54628,4.99
485,20130318,20130330,20130325,16059,1,SO54628,21.98
483,20130318,20130330,20130325,16059,1,SO54628,120.00
485,20130318,20130330,20130325,20086,1,SO54629,21.98
217,20130318,20130330,20130325,20086,1,SO54629,34.99
529,20130318,20130330,20130325,17631,1,SO54630,3.99
217,20130318,20130330,20130325,17631,1,SO54630,34.99
231,20130318,20130330,20130325,17631,1,SO54630,49.99
225,20130318,20130330,20130325,17631,1,SO54630,8.99
477,20130318,20130330,20130325,12490,1,SO54631,4.99
489,20130318,20130330,20130325,12490,1,SO54631,53.99
529,20130318,20130330,20130325,26896,1,SO54632,3.99
482,20130318,20130330,20130325,26896,1,SO54632,8.99
541,20130318,20130330,20130325,14546,1,SO54633,28.99
530,20130318,20130330,20130325,16190,1,SO54634,4.99
480,20130318,20130330,20130325,16190,2,SO54634,2.29
530,20130318,20130330,20130325,12828,1,SO54635,4.99
231,20130318,20130330,20130325,12828,1,SO54635,49.99
528,20130318,20130330,20130325,11845,1,SO54636,4.99
537,20130318,20130330,20130325,11845,1,SO54636,35.00
480,20130318,20130330,20130325,11845,1,SO54636,2.29
485,20130318,20130330,20130325,12531,1,SO54637,21.98
485,20130318,20130330,20130325,13070,1,SO54638,21.98
217,20130318,20130330,20130325,13070,1,SO54638,34.99
583,20130318,20130330,20130325,20664,1,SO54639,1700.99
539,20130318,20130330,20130325,20664,1,SO54639,24.99
529,20130318,20130330,20130325,20664,1,SO54639,3.99
222,20130318,20130330,20130325,20664,1,SO54639,34.99
580,20130318,20130330,20130325,12765,1,SO54640,1700.99
228,20130318,20130330,20130325,12765,1,SO54640,49.99
596,20130318,20130330,20130325,13066,1,SO54641,539.99
477,20130318,20130330,20130325,13066,1,SO54641,4.99
478,20130318,20130330,20130325,13066,1,SO54641,9.99
222,20130318,20130330,20130325,13066,1,SO54641,34.99
594,20130318,20130330,20130325,19021,1,SO54642,564.99
478,20130318,20130330,20130325,19021,1,SO54642,9.99
477,20130318,20130330,20130325,19021,1,SO54642,4.99
222,20130318,20130330,20130325,19021,1,SO54642,34.99
588,20130318,20130330,20130325,13890,1,SO54643,769.49
485,20130318,20130330,20130325,13890,1,SO54643,21.98
481,20130318,20130330,20130325,13890,1,SO54643,8.99
359,20130318,20130330,20130325,12169,1,SO54644,2294.99
537,20130318,20130330,20130325,12169,1,SO54644,35.00
528,20130318,20130330,20130325,12169,1,SO54644,4.99
217,20130318,20130330,20130325,12169,1,SO54644,34.99
363,20130318,20130330,20130325,12172,1,SO54645,2294.99
485,20130318,20130330,20130325,12172,1,SO54645,21.98
217,20130318,20130330,20130325,12172,1,SO54645,34.99
363,20130318,20130330,20130325,12184,1,SO54646,2294.99
480,20130318,20130330,20130325,12184,1,SO54646,2.29
363,20130318,20130330,20130325,12112,1,SO54647,2294.99
485,20130318,20130330,20130325,12112,1,SO54647,21.98
214,20130318,20130330,20130325,12112,1,SO54647,34.99
355,20130318,20130330,20130325,11888,1,SO54648,2319.99
485,20130318,20130330,20130325,11888,1,SO54648,21.98
214,20130318,20130330,20130325,11888,1,SO54648,34.99
378,20130318,20130330,20130325,18693,1,SO54649,2443.35
574,20130318,20130330,20130325,28935,1,SO54650,2384.07
222,20130318,20130330,20130325,28935,1,SO54650,34.99
577,20130318,20130330,20130325,25204,1,SO54651,1214.85
217,20130318,20130330,20130325,25204,1,SO54651,34.99
604,20130318,20130330,20130325,22042,1,SO54652,539.99
388,20130318,20130330,20130325,19549,1,SO54653,1120.49
491,20130318,20130330,20130325,19549,1,SO54653,53.99
225,20130318,20130330,20130325,19549,1,SO54653,8.99
390,20130318,20130330,20130325,14735,1,SO54654,1120.49
217,20130318,20130330,20130325,14735,1,SO54654,34.99
388,20130318,20130330,20130325,13148,1,SO54655,1120.49
479,20130318,20130330,20130325,13148,1,SO54655,8.99
484,20130318,20130330,20130325,13148,1,SO54655,7.95
564,20130318,20130330,20130325,15114,1,SO54656,2384.07
530,20130318,20130330,20130325,15114,1,SO54656,4.99
541,20130318,20130330,20130325,15114,1,SO54656,28.99
480,20130318,20130330,20130325,15114,1,SO54656,2.29
376,20130319,20130331,20130326,18487,1,SO54657,2443.35
372,20130319,20130331,20130326,18493,1,SO54658,2443.35
484,20130319,20130331,20130326,18493,1,SO54658,7.95
353,20130319,20130331,20130326,12805,1,SO54659,2319.99
537,20130319,20130331,20130326,12805,1,SO54659,35.00
353,20130319,20130331,20130326,12316,1,SO54660,2319.99
478,20130319,20130331,20130326,12316,1,SO54660,9.99
477,20130319,20130331,20130326,12316,1,SO54660,4.99
225,20130319,20130331,20130326,12316,1,SO54660,8.99
479,20130319,20130331,20130326,11176,1,SO54661,8.99
477,20130319,20130331,20130326,11176,1,SO54661,4.99
484,20130319,20130331,20130326,11300,1,SO54662,7.95
463,20130319,20130331,20130326,28590,1,SO54663,24.49
222,20130319,20130331,20130326,28590,1,SO54663,34.99
528,20130319,20130331,20130326,13046,1,SO54664,4.99
535,20130319,20130331,20130326,13046,1,SO54664,24.99
485,20130319,20130331,20130326,16488,1,SO54665,21.98
217,20130319,20130331,20130326,16488,1,SO54665,34.99
489,20130319,20130331,20130326,16488,1,SO54665,53.99
225,20130319,20130331,20130326,16488,1,SO54665,8.99
485,20130319,20130331,20130326,18704,1,SO54666,21.98
225,20130319,20130331,20130326,18704,1,SO54666,8.99
225,20130319,20130331,20130326,17078,1,SO54667,8.99
488,20130319,20130331,20130326,17078,1,SO54667,53.99
217,20130319,20130331,20130326,15139,1,SO54668,34.99
540,20130319,20130331,20130326,18287,1,SO54669,32.60
480,20130319,20130331,20130326,18287,1,SO54669,2.29
598,20130319,20130331,20130326,14952,1,SO54670,539.99
217,20130319,20130331,20130326,14952,1,SO54670,34.99
376,20130319,20130331,20130326,16408,1,SO54671,2443.35
479,20130319,20130331,20130326,16408,1,SO54671,8.99
477,20130319,20130331,20130326,16408,1,SO54671,4.99
488,20130319,20130331,20130326,16408,1,SO54671,53.99
376,20130319,20130331,20130326,20052,1,SO54672,2443.35
540,20130319,20130331,20130326,20052,1,SO54672,32.60
529,20130319,20130331,20130326,20052,1,SO54672,3.99
222,20130319,20130331,20130326,20052,1,SO54672,34.99
361,20130319,20130331,20130326,11609,1,SO54673,2294.99
537,20130319,20130331,20130326,11609,1,SO54673,35.00
528,20130319,20130331,20130326,11609,1,SO54673,4.99
214,20130319,20130331,20130326,11609,1,SO54673,34.99
489,20130319,20130331,20130326,11211,1,SO54674,53.99
234,20130319,20130331,20130326,11520,1,SO54675,49.99
467,20130319,20130331,20130326,11520,1,SO54675,24.49
530,20130319,20130331,20130326,29002,1,SO54676,4.99
487,20130319,20130331,20130326,29002,1,SO54676,54.99
484,20130319,20130331,20130326,29002,1,SO54676,7.95
535,20130319,20130331,20130326,26053,1,SO54677,24.99
480,20130319,20130331,20130326,26053,1,SO54677,2.29
541,20130319,20130331,20130326,12928,1,SO54678,28.99
530,20130319,20130331,20130326,12928,1,SO54678,4.99
535,20130319,20130331,20130326,25253,1,SO54679,24.99
528,20130319,20130331,20130326,25253,1,SO54679,4.99
481,20130319,20130331,20130326,25253,1,SO54679,8.99
217,20130319,20130331,20130326,25253,1,SO54679,34.99
529,20130319,20130331,20130326,23795,1,SO54680,3.99
540,20130319,20130331,20130326,23795,1,SO54680,32.60
217,20130319,20130331,20130326,23795,1,SO54680,34.99
536,20130319,20130331,20130326,23722,1,SO54681,29.99
480,20130319,20130331,20130326,23722,2,SO54681,2.29
225,20130319,20130331,20130326,18391,1,SO54682,8.99
475,20130319,20130331,20130326,18391,1,SO54682,69.99
477,20130319,20130331,20130326,25265,1,SO54683,4.99
237,20130319,20130331,20130326,25265,1,SO54683,49.99
477,20130319,20130331,20130326,17169,1,SO54684,4.99
485,20130319,20130331,20130326,13989,1,SO54685,21.98
465,20130319,20130331,20130326,13989,1,SO54685,24.49
540,20130319,20130331,20130326,14205,1,SO54686,32.60
540,20130319,20130331,20130326,12868,1,SO54687,32.60
528,20130319,20130331,20130326,17842,1,SO54688,4.99
536,20130319,20130331,20130326,17842,1,SO54688,29.99
480,20130319,20130331,20130326,17842,1,SO54688,2.29
538,20130319,20130331,20130326,28896,1,SO54689,21.49
529,20130319,20130331,20130326,27841,1,SO54690,3.99
538,20130319,20130331,20130326,27841,1,SO54690,21.49
217,20130319,20130331,20130326,27841,1,SO54690,34.99
477,20130319,20130331,20130326,22569,1,SO54691,4.99
214,20130319,20130331,20130326,22569,1,SO54691,34.99
225,20130319,20130331,20130326,22569,1,SO54691,8.99
541,20130319,20130331,20130326,23918,1,SO54692,28.99
530,20130319,20130331,20130326,23918,1,SO54692,4.99
217,20130319,20130331,20130326,23918,1,SO54692,34.99
530,20130319,20130331,20130326,17101,1,SO54693,4.99
487,20130319,20130331,20130326,17101,1,SO54693,54.99
222,20130319,20130331,20130326,17101,1,SO54693,34.99
528,20130319,20130331,20130326,11140,1,SO54694,4.99
537,20130319,20130331,20130326,11140,1,SO54694,35.00
537,20130319,20130331,20130326,15478,1,SO54695,35.00
528,20130319,20130331,20130326,15478,1,SO54695,4.99
214,20130319,20130331,20130326,15478,1,SO54695,34.99
490,20130319,20130331,20130326,15478,1,SO54695,53.99
537,20130319,20130331,20130326,12137,1,SO54696,35.00
528,20130319,20130331,20130326,12137,1,SO54696,4.99
480,20130319,20130331,20130326,12137,1,SO54696,2.29
485,20130319,20130331,20130326,12907,1,SO54697,21.98
483,20130319,20130331,20130326,12907,1,SO54697,120.00
237,20130319,20130331,20130326,12466,1,SO54698,49.99
225,20130319,20130331,20130326,12466,1,SO54698,8.99
217,20130319,20130331,20130326,11430,1,SO54699,34.99
234,20130319,20130331,20130326,11430,1,SO54699,49.99
580,20130319,20130331,20130326,16895,1,SO54700,1700.99
222,20130319,20130331,20130326,16895,1,SO54700,34.99
467,20130319,20130331,20130326,16895,1,SO54700,24.49
376,20130319,20130331,20130326,16363,1,SO54701,2443.35
479,20130319,20130331,20130326,16363,1,SO54701,8.99
477,20130319,20130331,20130326,16363,1,SO54701,4.99
465,20130319,20130331,20130326,16363,1,SO54701,24.49
587,20130319,20130331,20130326,14107,1,SO54702,769.49
478,20130319,20130331,20130326,14107,1,SO54702,9.99
477,20130319,20130331,20130326,14107,1,SO54702,4.99
222,20130319,20130331,20130326,14107,1,SO54702,34.99
363,20130319,20130331,20130326,12143,1,SO54703,2294.99
483,20130319,20130331,20130326,12143,1,SO54703,120.00
583,20130319,20130331,20130326,18722,1,SO54704,1700.99
490,20130319,20130331,20130326,18722,1,SO54704,53.99
564,20130319,20130331,20130326,11007,1,SO54705,2384.07
214,20130319,20130331,20130326,11007,1,SO54705,34.99
574,20130319,20130331,20130326,11011,1,SO54706,2384.07
489,20130319,20130331,20130326,11011,1,SO54706,53.99
578,20130319,20130331,20130326,23267,1,SO54707,1214.85
479,20130319,20130331,20130326,23267,1,SO54707,8.99
477,20130319,20130331,20130326,23267,1,SO54707,4.99
487,20130319,20130331,20130326,23267,1,SO54707,54.99
225,20130319,20130331,20130326,25339,1,SO54708,8.99
560,20130319,20130331,20130326,25339,2,SO54708,1214.85
225,20130319,20130331,20130326,29256,1,SO54709,8.99
563,20130319,20130331,20130326,29256,14,SO54709,2384.07
386,20130319,20130331,20130326,19547,1,SO54710,1120.49
222,20130319,20130331,20130326,19547,1,SO54710,34.99
463,20130319,20130331,20130326,19547,1,SO54710,24.49
388,20130319,20130331,20130326,18571,1,SO54711,1120.49
584,20130319,20130331,20130326,22478,1,SO54712,539.99
479,20130319,20130331,20130326,22478,1,SO54712,8.99
477,20130319,20130331,20130326,22478,1,SO54712,4.99
605,20130319,20130331,20130326,25739,1,SO54713,539.99
562,20130319,20130331,20130326,15100,1,SO54714,2384.07
214,20130319,20130331,20130326,15100,1,SO54714,34.99
564,20130319,20130331,20130326,24110,14,SO54715,2384.07
225,20130319,20130331,20130326,24110,1,SO54715,8.99
390,20130320,20130401,20130327,24904,1,SO54716,1120.49
529,20130320,20130401,20130327,24904,1,SO54716,3.99
539,20130320,20130401,20130327,24904,1,SO54716,24.99
234,20130320,20130401,20130327,24904,1,SO54716,49.99
535,20130320,20130401,20130327,13627,1,SO54717,24.99
480,20130320,20130401,20130327,13627,1,SO54717,2.29
536,20130320,20130401,20130327,15021,1,SO54718,29.99
477,20130320,20130401,20130327,24589,1,SO54719,4.99
487,20130320,20130401,20130327,24589,1,SO54719,54.99
225,20130320,20130401,20130327,24589,1,SO54719,8.99
477,20130320,20130401,20130327,22945,1,SO54720,4.99
484,20130320,20130401,20130327,22945,1,SO54720,7.95
217,20130320,20130401,20130327,17306,1,SO54721,34.99
225,20130320,20130401,20130327,18190,1,SO54722,8.99
225,20130320,20130401,20130327,15264,1,SO54723,8.99
361,20130320,20130401,20130327,11571,1,SO54724,2294.99
485,20130320,20130401,20130327,11571,1,SO54724,21.98
480,20130320,20130401,20130327,11571,1,SO54724,2.29
529,20130320,20130401,20130327,27375,1,SO54725,3.99
480,20130320,20130401,20130327,27375,1,SO54725,2.29
538,20130320,20130401,20130327,27509,1,SO54726,21.49
529,20130320,20130401,20130327,27509,1,SO54726,3.99
214,20130320,20130401,20130327,27509,1,SO54726,34.99
528,20130320,20130401,20130327,26472,1,SO54727,4.99
535,20130320,20130401,20130327,26472,1,SO54727,24.99
214,20130320,20130401,20130327,26472,1,SO54727,34.99
228,20130320,20130401,20130327,26472,1,SO54727,49.99
530,20130320,20130401,20130327,27055,1,SO54728,4.99
541,20130320,20130401,20130327,27055,1,SO54728,28.99
528,20130320,20130401,20130327,11869,1,SO54729,4.99
536,20130320,20130401,20130327,11869,1,SO54729,29.99
480,20130320,20130401,20130327,11869,1,SO54729,2.29
536,20130320,20130401,20130327,23405,1,SO54730,29.99
528,20130320,20130401,20130327,23405,1,SO54730,4.99
222,20130320,20130401,20130327,23405,1,SO54730,34.99
536,20130320,20130401,20130327,16005,1,SO54731,29.99
480,20130320,20130401,20130327,16005,2,SO54731,2.29
528,20130320,20130401,20130327,15943,1,SO54732,4.99
536,20130320,20130401,20130327,15943,1,SO54732,29.99
483,20130320,20130401,20130327,15943,1,SO54732,120.00
478,20130320,20130401,20130327,17026,1,SO54733,9.99
477,20130320,20130401,20130327,17026,1,SO54733,4.99
231,20130320,20130401,20130327,17026,1,SO54733,49.99
465,20130320,20130401,20130327,17026,1,SO54733,24.49
476,20130320,20130401,20130327,21240,1,SO54734,69.99
237,20130320,20130401,20130327,21240,1,SO54734,49.99
477,20130320,20130401,20130327,14723,1,SO54735,4.99
478,20130320,20130401,20130327,14723,1,SO54735,9.99
478,20130320,20130401,20130327,22023,1,SO54736,9.99
477,20130320,20130401,20130327,22023,1,SO54736,4.99
487,20130320,20130401,20130327,22023,1,SO54736,54.99
482,20130320,20130401,20130327,22023,1,SO54736,8.99
477,20130320,20130401,20130327,17260,1,SO54737,4.99
214,20130320,20130401,20130327,17260,1,SO54737,34.99
528,20130320,20130401,20130327,17485,1,SO54738,4.99
485,20130320,20130401,20130327,17485,1,SO54738,21.98
234,20130320,20130401,20130327,17485,1,SO54738,49.99
528,20130320,20130401,20130327,27196,1,SO54739,4.99
473,20130320,20130401,20130327,27196,1,SO54739,63.50
528,20130320,20130401,20130327,15281,1,SO54740,4.99
217,20130320,20130401,20130327,15281,1,SO54740,34.99
528,20130320,20130401,20130327,16355,1,SO54741,4.99
214,20130320,20130401,20130327,16355,1,SO54741,34.99
237,20130320,20130401,20130327,16355,1,SO54741,49.99
485,20130320,20130401,20130327,14351,1,SO54742,21.98
222,20130320,20130401,20130327,14351,1,SO54742,34.99
474,20130320,20130401,20130327,14553,1,SO54743,69.99
481,20130320,20130401,20130327,14553,1,SO54743,8.99
528,20130320,20130401,20130327,16437,1,SO54744,4.99
217,20130320,20130401,20130327,16437,1,SO54744,34.99
485,20130320,20130401,20130327,13832,1,SO54745,21.98
480,20130320,20130401,20130327,13832,1,SO54745,2.29
535,20130320,20130401,20130327,17785,1,SO54746,24.99
480,20130320,20130401,20130327,17785,1,SO54746,2.29
475,20130320,20130401,20130327,28444,1,SO54747,69.99
490,20130320,20130401,20130327,28444,1,SO54747,53.99
540,20130320,20130401,20130327,14530,1,SO54748,32.60
529,20130320,20130401,20130327,14530,1,SO54748,3.99
529,20130320,20130401,20130327,25686,1,SO54749,3.99
480,20130320,20130401,20130327,25686,1,SO54749,2.29
535,20130320,20130401,20130327,15452,1,SO54750,24.99
477,20130320,20130401,20130327,12489,1,SO54751,4.99
217,20130320,20130401,20130327,12489,1,SO54751,34.99
538,20130320,20130401,20130327,22527,1,SO54752,21.49
488,20130320,20130401,20130327,22527,1,SO54752,53.99
529,20130320,20130401,20130327,24567,1,SO54753,3.99
480,20130320,20130401,20130327,24567,1,SO54753,2.29
537,20130320,20130401,20130327,11304,1,SO54754,35.00
485,20130320,20130401,20130327,11304,1,SO54754,21.98
487,20130320,20130401,20130327,11304,1,SO54754,54.99
484,20130320,20130401,20130327,11304,1,SO54754,7.95
485,20130320,20130401,20130327,13266,1,SO54755,21.98
484,20130320,20130401,20130327,13266,1,SO54755,7.95
590,20130320,20130401,20130327,13927,2,SO54756,769.49
476,20130320,20130401,20130327,13927,1,SO54756,69.99
359,20130320,20130401,20130327,12017,1,SO54757,2294.99
478,20130320,20130401,20130327,12017,1,SO54757,9.99
217,20130320,20130401,20130327,12017,1,SO54757,34.99
577,20130320,20130401,20130327,26930,1,SO54758,1214.85
477,20130320,20130401,20130327,26930,1,SO54758,4.99
479,20130320,20130401,20130327,26930,1,SO54758,8.99
214,20130320,20130401,20130327,26930,1,SO54758,34.99
589,20130320,20130401,20130327,16701,1,SO54759,769.49
481,20130320,20130401,20130327,16701,1,SO54759,8.99
475,20130320,20130401,20130327,16701,1,SO54759,69.99
380,20130320,20130401,20130327,16741,1,SO54760,2443.35
217,20130320,20130401,20130327,16741,1,SO54760,34.99
380,20130320,20130401,20130327,18731,1,SO54761,2443.35
484,20130320,20130401,20130327,18731,1,SO54761,7.95
463,20130320,20130401,20130327,18731,1,SO54761,24.49
378,20130320,20130401,20130327,18718,1,SO54762,2443.35
479,20130320,20130401,20130327,18718,1,SO54762,8.99
477,20130320,20130401,20130327,18718,1,SO54762,4.99
606,20130320,20130401,20130327,22543,1,SO54763,539.99
477,20130320,20130401,20130327,22543,1,SO54763,4.99
225,20130320,20130401,20130327,22543,1,SO54763,8.99
479,20130320,20130401,20130327,22543,1,SO54763,8.99
584,20130320,20130401,20130327,24960,1,SO54764,539.99
529,20130320,20130401,20130327,24960,1,SO54764,3.99
538,20130320,20130401,20130327,24960,1,SO54764,21.49
382,20130320,20130401,20130327,19725,2,SO54765,1120.49
465,20130320,20130401,20130327,19725,1,SO54765,24.49
214,20130320,20130401,20130327,19725,1,SO54765,34.99
388,20130320,20130401,20130327,19537,1,SO54766,1120.49
214,20130320,20130401,20130327,19537,1,SO54766,34.99
584,20130320,20130401,20130327,21064,1,SO54767,539.99
479,20130320,20130401,20130327,21064,1,SO54767,8.99
477,20130320,20130401,20130327,21064,1,SO54767,4.99
605,20130320,20130401,20130327,25727,1,SO54768,539.99
586,20130320,20130401,20130327,13968,1,SO54769,742.35
479,20130320,20130401,20130327,13968,1,SO54769,8.99
477,20130320,20130401,20130327,13968,1,SO54769,4.99
222,20130320,20130401,20130327,13968,1,SO54769,34.99
361,20130321,20130402,20130328,12754,1,SO54770,2294.99
485,20130321,20130402,20130328,12754,1,SO54770,21.98
539,20130321,20130402,20130328,14123,1,SO54771,24.99
529,20130321,20130402,20130328,14123,1,SO54771,3.99
540,20130321,20130402,20130328,16613,1,SO54772,32.60
480,20130321,20130402,20130328,16613,1,SO54772,2.29
465,20130321,20130402,20130328,15148,1,SO54773,24.49
222,20130321,20130402,20130328,15148,1,SO54773,34.99
580,20130321,20130402,20130328,23763,1,SO54774,1700.99
217,20130321,20130402,20130328,23763,1,SO54774,34.99
489,20130321,20130402,20130328,11718,1,SO54775,53.99
225,20130321,20130402,20130328,11718,1,SO54775,8.99
539,20130321,20130402,20130328,28806,1,SO54776,24.99
529,20130321,20130402,20130328,28806,1,SO54776,3.99
217,20130321,20130402,20130328,28806,1,SO54776,34.99
541,20130321,20130402,20130328,26264,1,SO54777,28.99
480,20130321,20130402,20130328,26264,1,SO54777,2.29
535,20130321,20130402,20130328,26517,1,SO54778,24.99
538,20130321,20130402,20130328,27753,1,SO54779,21.49
529,20130321,20130402,20130328,27753,1,SO54779,3.99
529,20130321,20130402,20130328,24424,1,SO54780,3.99
540,20130321,20130402,20130328,24424,1,SO54780,32.60
486,20130321,20130402,20130328,24424,1,SO54780,159.00
489,20130321,20130402,20130328,24424,1,SO54780,53.99
536,20130321,20130402,20130328,23153,1,SO54781,29.99
528,20130321,20130402,20130328,23153,1,SO54781,4.99
536,20130321,20130402,20130328,22883,1,SO54782,29.99
536,20130321,20130402,20130328,17483,1,SO54783,29.99
480,20130321,20130402,20130328,17483,2,SO54783,2.29
536,20130321,20130402,20130328,23696,1,SO54784,29.99
528,20130321,20130402,20130328,23696,1,SO54784,4.99
485,20130321,20130402,20130328,23696,1,SO54784,21.98
477,20130321,20130402,20130328,23696,1,SO54784,4.99
478,20130321,20130402,20130328,23696,1,SO54784,9.99
480,20130321,20130402,20130328,23696,1,SO54784,2.29
486,20130321,20130402,20130328,23696,1,SO54784,159.00
477,20130321,20130402,20130328,24995,1,SO54785,4.99
477,20130321,20130402,20130328,16991,1,SO54786,4.99
214,20130321,20130402,20130328,16991,1,SO54786,34.99
528,20130321,20130402,20130328,27607,1,SO54787,4.99
480,20130321,20130402,20130328,27607,2,SO54787,2.29
528,20130321,20130402,20130328,16750,1,SO54788,4.99
480,20130321,20130402,20130328,16750,2,SO54788,2.29
528,20130321,20130402,20130328,23503,1,SO54789,4.99
480,20130321,20130402,20130328,23503,2,SO54789,2.29
528,20130321,20130402,20130328,15759,1,SO54790,4.99
214,20130321,20130402,20130328,15759,1,SO54790,34.99
234,20130321,20130402,20130328,15759,1,SO54790,49.99
485,20130321,20130402,20130328,14443,1,SO54791,21.98
475,20130321,20130402,20130328,13550,1,SO54792,69.99
535,20130321,20130402,20130328,17783,1,SO54793,24.99
478,20130321,20130402,20130328,13610,1,SO54794,9.99
214,20130321,20130402,20130328,13610,1,SO54794,34.99
529,20130321,20130402,20130328,20178,1,SO54795,3.99
477,20130321,20130402,20130328,19182,1,SO54796,4.99
217,20130321,20130402,20130328,19182,1,SO54796,34.99
528,20130321,20130402,20130328,12431,1,SO54797,4.99
537,20130321,20130402,20130328,12431,1,SO54797,35.00
487,20130321,20130402,20130328,12431,1,SO54797,54.99
485,20130321,20130402,20130328,18314,1,SO54798,21.98
222,20130321,20130402,20130328,18314,1,SO54798,34.99
485,20130321,20130402,20130328,17468,1,SO54799,21.98
477,20130321,20130402,20130328,17468,1,SO54799,4.99
478,20130321,20130402,20130328,17468,1,SO54799,9.99
217,20130321,20130402,20130328,17468,1,SO54799,34.99
376,20130321,20130402,20130328,20323,1,SO54800,2443.35
477,20130321,20130402,20130328,20323,1,SO54800,4.99
479,20130321,20130402,20130328,20323,1,SO54800,8.99
214,20130321,20130402,20130328,20323,1,SO54800,34.99
361,20130321,20130402,20130328,11540,1,SO54801,2294.99
485,20130321,20130402,20130328,11540,1,SO54801,21.98
487,20130321,20130402,20130328,11540,1,SO54801,54.99
484,20130321,20130402,20130328,11540,1,SO54801,7.95
359,20130321,20130402,20130328,11536,1,SO54802,2294.99
528,20130321,20130402,20130328,11536,1,SO54802,4.99
537,20130321,20130402,20130328,11536,1,SO54802,35.00
480,20130321,20130402,20130328,11536,1,SO54802,2.29
355,20130321,20130402,20130328,12103,1,SO54803,2319.99
537,20130321,20130402,20130328,12103,1,SO54803,35.00
528,20130321,20130402,20130328,12103,1,SO54803,4.99
214,20130321,20130402,20130328,12103,1,SO54803,34.99
465,20130321,20130402,20130328,12103,1,SO54803,24.49
378,20130321,20130402,20130328,18691,1,SO54804,2443.35
477,20130321,20130402,20130328,18691,1,SO54804,4.99
479,20130321,20130402,20130328,18691,1,SO54804,8.99
222,20130321,20130402,20130328,18691,1,SO54804,34.99
605,20130321,20130402,20130328,20423,1,SO54805,539.99
217,20130321,20130402,20130328,20423,1,SO54805,34.99
467,20130321,20130402,20130328,20423,1,SO54805,24.49
584,20130321,20130402,20130328,26768,1,SO54806,539.99
477,20130321,20130402,20130328,26768,1,SO54806,4.99
479,20130321,20130402,20130328,26768,1,SO54806,8.99
217,20130321,20130402,20130328,26768,1,SO54806,34.99
376,20130321,20130402,20130328,18736,1,SO54807,2443.35
477,20130321,20130402,20130328,18736,1,SO54807,4.99
479,20130321,20130402,20130328,18736,1,SO54807,8.99
372,20130321,20130402,20130328,16745,1,SO54808,2443.35
353,20130321,20130402,20130328,11465,2,SO54809,2319.99
359,20130321,20130402,20130328,11759,1,SO54810,2294.99
578,20130321,20130402,20130328,25198,1,SO54811,1214.85
217,20130321,20130402,20130328,25198,1,SO54811,34.99
561,20130321,20130402,20130328,24680,14,SO54812,2384.07
530,20130321,20130402,20130328,24680,1,SO54812,4.99
541,20130321,20130402,20130328,24680,1,SO54812,28.99
605,20130321,20130402,20130328,21940,1,SO54813,539.99
538,20130321,20130402,20130328,21940,1,SO54813,21.49
480,20130321,20130402,20130328,21940,2,SO54813,2.29
484,20130321,20130402,20130328,21940,1,SO54813,7.95
604,20130321,20130402,20130328,25048,1,SO54814,539.99
